Competition 1,Competition 2,Competition 3,Competition 4,competition 5,competition 6,competition 7,competition 8,competition 9,competition 10,competition 11,competition 12,# of competition,successful or not,keywords
114207,175546,65724,26353,690,9571,1352214,4382,166907,4817,1182,91341,82,1,My Ultimate ZOJIRUSHI Rice Cooker Cookbook InstantPot styled 
56275,1046663,1794232,154613,1000000,1000000,1000000,1000000,1000000,1000000,1000000,1000000,4,0,Macaron Recipes The Ultimate Guide 
156482,2723714,1000000,1000000,1000000,1000000,1000000,1000000,1000000,1000000,1000000,1000000,2,0,Best Holiday Dishes Vegans Your Life Amazing Recipes 
34675,489657,171651,481594,8403,15149,69533,36196,587624,89262,10349,49697,22,1,Ninja Foodi Grill Cookbook The Complete Ninja Foodi 
13670,6865299,139602,1000000,1000000,1000000,1000000,1000000,1000000,1000000,1000000,1000000,3,0,Sous Vide Everybody The Easy Foolproof Cooking Technique 
342085,161906,1000000,1000000,1000000,1000000,1000000,1000000,1000000,1000000,1000000,1000000,2,0,Copycat Recipes The Ultimate StepByStep Cookbook Cooking Home 
238661,285276,1000000,1000000,1000000,1000000,1000000,1000000,1000000,1000000,1000000,1000000,2,0,WilliamsSonoma Salad Day recipes every day year 
233521,106330,746644,17994,51269,247674,276235,12128,211333,668484,655836,35873,165,1,My Master Recipes 
74464,113789,502997,70410,53832,265289,299297,683672,422959,113718,1640919,95375,30,0,Authentic Ramen Easy Authentic Japanese Ramen Recipes Cooking 
320613,113718,1000000,1000000,1000000,1000000,1000000,1000000,1000000,1000000,1000000,1000000,2,0,Meatloaf Cookbook Interesting Delicious Meatloaf combinations 
399402,635601,2056443,1253483,48619,909332,455611,2334,1000000,1000000,1000000,1000000,8,0,Hello Gravy Recipes Best Gravy Cookbook Ever For 
2942500,936319,1000000,1000000,1000000,1000000,1000000,1000000,1000000,1000000,1000000,1000000,2,0,SousVide La Cocción al Vacío Spanish Edition 
293837,1786,283902,8777,283932,80550,1000000,1000000,1000000,1000000,1000000,1000000,6,0,Eat Right Your Type Personalized Cookbook Type A 
55768,339228,125848,1000000,1000000,1000000,1000000,1000000,1000000,1000000,1000000,1000000,3,0,Michael Mina The Cookbook 
4186083,3058489,1268793,1327493,2557898,1439083,2235202,4531450,434686,2778422,2106824,3052404,14,0,Claridges The Cookbook 
1794232,588184,593696,154613,1000000,1000000,1000000,1000000,1000000,1000000,1000000,1000000,4,0,Macarons The Ultimate Recipe Guide 
111951,121098,1313560,190418,2296950,166520,1734871,2153288,4267,114102,2355893,1252793,12,0,The New Laurels Kitchen A Cookbook ] 
1381247,1974,1000000,1000000,1000000,1000000,1000000,1000000,1000000,1000000,1000000,1000000,2,0,The Simple Art Japanese Cooking Everything You Need 
1707,64385,122,27532,52050,28199,38928,37939,96619,106221,3958,60906,32,1,The Smitten Kitchen Cookbook 
303562,1295156,302878,13248,1535648,758772,1000000,1000000,1000000,1000000,1000000,1000000,6,0,The Ritz London The Cookbook 
286618,19501,30340,49853,61439,126619,4114078,15334,26440,161906,61439,28316,39,1,Copycat Recipes Making Restaurants Most Popular Recipes Home 
8777,283932,293837,1786,1000000,1000000,1000000,1000000,1000000,1000000,1000000,1000000,4,0,Eat Right Your Type Personalized Cookbook Type B 
18808,173688,7152,0,0,0,0,0,0,0,0,0,3,,Michael Mina The Cookbook 
2236258,2108159,492455,2779959,1285032,3064298,3054015,1446438,4533519,4188303,1350355,2559831,14,,Claridges The Cookbook 
621780,631558,238376,1051542,0,0,0,0,0,0,0,0,4,,Macarons The Ultimate Recipe Guide 
1254598,2358688,279090,2154772,279820,3666,2298998,1665,1737204,108686,1331777,5601,12,,The New Laurels Kitchen A Cookbook ] 
420284,56659,0,0,0,0,0,0,0,0,0,0,2,,The Simple Art Japanese Cooking Everything You Need 
62417,167,11074,143003,1765,3225,57790,91499,36321,29114,7152,24501,32,,The Smitten Kitchen Cookbook 
780506,1558665,333001,14551,386032,1310420,0,0,0,0,0,0,6,,The Ritz London The Cookbook 
76424,310875,15062,38939,60907,46424,13930,13930,206676,76424,31643,27703,39,,Copycat Recipes Making Restaurants Most Popular Recipes Home 
1686,22653,339847,355839,0,0,0,0,0,0,0,0,4,,Eat Right Your Type Personalized Cookbook Type B 
14953,44293,29809,372480,24733,54549,65816,37564,53946,335103,69610,114809,54,,How Make Cheese Complete beginners guide cheese making 
360705,94541,0,0,0,0,0,0,0,0,0,0,2,,The Effortless Sous Vide Cookbook Recipes Crafting RestaurantQuality 
718024,310437,525616,74087,193915,9471794,1112107,936167,469855,48489,736517,598176,18,,Keys Good Cooking A Guide Making Best Foods 
42699,7152,355839,182493,0,0,0,0,0,0,0,0,4,,Eat Right Your Type Personalized Cookbook Type O 
531378,885,0,0,0,0,0,0,0,0,0,0,2,,Flan Recipes The Ultimate Guide 
1000000,1000000,1000000,4111,5962,1000000,1590,1000000,1000000,1000000,51745,4450,91,,Menus Made History Over years menus Ancient Egyptian 
396174,91655,88501,814780,0,0,0,0,0,0,0,0,4,,How Make Butter Yogurt Make artisan butter yogurt 
7152,489,0,0,0,0,0,0,0,0,0,0,2,,Eat Right Your Type Personalized Cookbook Type AB 
298078,33658,645976,154730,473515,11674,41554,442841,1765,306076,54005,62417,19,,Beard Pasta 
20831,5601,747218,649694,2505,727,300149,265332,670518,705053,46018,11473,557,,Instant Pot Cookbook Healthy Quick Easy Days Instant 
129285,557170,31881,176905,276835,67756,98414,265584,390555,329380,617072,600725,335,,BAKING DESSERTS A COOKBOOK OF DELICIOUS HOMEMADE RECIPES 
42760,2192132,382,281448,0,0,0,0,0,0,0,0,4,,Simple AntiInflammatory Meal Plan Beginners Autoimmune Dinner Recipes 
13460,670518,727,1635,300149,705053,265332,46018,649694,5601,11473,2505,557,,Instant Pot Cookbook Healthy Quick Easy Days Instant 
29114,44529,49726,36788,229267,119931,24501,580660,17188,1018236,59233,90268,71,,Weeknight Meals Cookbook Two Easy Healthy Dinner Recipes 
12748,289903,23896,1336929,206919,0,0,0,0,0,0,0,5,,Bundt Cake Recipes Delicious Bundt Cake Recipes From 
215507,1680325,0,0,0,0,0,0,0,0,0,0,2,,Keto Festive Christmas New Year Cookbook Recipes Thanksgiving 
689601,393469,417352,117419,0,0,0,0,0,0,0,0,4,,Effortless Sous Vide Cookbook Complete Cooking Home Best 
43593,5601,0,0,0,0,0,0,0,0,0,0,2,,Paleo Party Food Cookbook Make Your Friends Love 
71019,13460,6443,2569,6627,508345,11171,25354,10722,16616,718,20877,204,,Slow Cooker Cookbook Easy Recipes Simple Follow Food 
417130,298399,14374,6443,4571375,1175895,31156,2569,705446,404368,105977,6443,195,,Mediterranean Diet For Beginners Fast Easy Mediterranean Diet 
31563,744383,14152,718,508504,380983,42863,379829,399591,1221,1776048,70743,28,,The Essential Keto Diet Beginners Ingredient Affordable Quick 
1810818,26701,340156,61302,324869,0,0,0,0,0,0,0,5,,Prediabetes Diet A Simple Guide Getting Healthy Reversing 
1646,379153,98238,1946912,31167,1343738,731683,92894,50822,149171,306033,2569,13,,Paleo Bacon Cookbook Lose Weight Get Healthy Eat 
1812274,1458639,48629,1549,0,0,0,0,0,0,0,0,4,,Electric Smoker Meat Recipes Complete Guide Tips Tricks 
17538,61275,2828,3666,119269,2569,53818,209,73341,57528,11674,83877,42,,The Bread Baking Cookbook Tasty New Recipes Beginners 
294849,422771,600725,74674,260044,440341,127512,350411,3666,95562,67329,142458,643,,Easy Baking Quick And Easy Bread Recipes For 
834911,209,0,0,0,0,0,0,0,0,0,0,2,,BREAKFAST IN AN INSTANT COOKBOOK Quick Modern Breakfast 
544322,141415,97284,57377,331493,67329,189437,168489,6613,291567,57301,11037,364,,Easy Baking Quick And Easy Pies Recipes For 
707617,267972,224829,11473,18381,17188,68166,2505,31690,543246,13984,68928,741,,Instant Pot Two Cookbook Easy Healthy Instant Pot 
138509,549,562325,943294,316113,460119,132522,399224,542357,63266,10736,858873,12,,Instant Pot Cookbook Simply Delicious Everyday Recipes Your 
57790,97180,865254,385655,63266,90549,53946,29114,7609,111751,71019,177105,261,,Slow Cooker Weight Loss Healthy Delicious Easy Diet 
30260,2569,86149,884352,745429,127221,28287,1000000,238998,89880,257440,909351,198,,Air Fryer Cookbook Beginners Easy Healthy LowCarb Recipes 
